site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Poundland, 1 - 6 Malthouse Walk, Banbury",yes,,2017-12-04,,0.07,20,20,,local-authority-eng:CHR,not owned by a public authority,2015-11-02,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.333411 52.061406),BLR16,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"The Imperial Oriental, 13 - 14 South Bar Street, Banbury",yes,,2018-12-03,,0.03,7,7,,local-authority-eng:CHR,not owned by a public authority,,,Not permissioned,,POINT(-1.340026 52.058944),BLR17,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"The Unicorn, Market Place, Banbury",yes,,2017-12-04,,0.04,7,7,,local-authority-eng:CHR,not owned by a public authority,2017-01-24,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.336097 52.062267),BLR18,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Former Bicester Library, Old Place Yard, Bicester",yes,,2017-12-04,,0.04,6,6,The site was previously used as a library however is now vacant. Part of land identified for residential development in the Non-Statutory Cherwell Local Plan 2011.,local-authority-eng:CHR,owned by a public authority,,,Not permissioned,,POINT(-1.153385 51.895375),BLR20,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Garage Block Rear Of 52 To 58 Bucknell Road, Bicester",yes,,2017-12-04,,0.1,6,6,,local-authority-eng:CHR,not owned by a public authority,2016-09-19,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.159906 51.904943),BLR21,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"McKay Trading Estate, Station Approach, Bicester",yes,,2017-12-04,,1.2,60,60,The site is currently being used for employment purposes and is located at an industrial estate. Planning permission given for redevelopment to include new offices.,local-authority-eng:CHR,not owned by a public authority,,,Not permissioned,,POINT(-1.149517 51.893962),BLR22,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"St Edburg's School, Cemetery Road, Bicester",yes,,2017-12-04,,0.37,10,10,Development principles approved in October 2008 for re-use of school buildings.,local-authority-eng:CHR,not owned by a public authority,,,Not permissioned,,POINT(-1.156444 51.895738),BLR23,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"The George And Dragon, 15 East Street, Fritwell",,,2018-12-03,,0.15,7,7,,local-authority-eng:CHR,not owned by a public authority,2017-11-15,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.23275 51.960043),BLR25,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Varneys Garage, Quarry Road, Hornton",yes,,2017-12-04,,0.35,3,3,,local-authority-eng:CHR,not owned by a public authority,2015-04-08,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-1.448057 52.108948),BLR26,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"65 Oxford Road, Kidlington",yes,,2017-12-04,,0.1,6,6,,local-authority-eng:CHR,not owned by a public authority,2017-02-24,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.28632 51.820632),BLR27,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Builder's Yard, The Moors, Kidlington",,,2018-12-03,,0.3,6,6,Planning permission for 6 dwellings approved on 25/5/18 (18/00384/OUT),local-authority-eng:CHR,,,,Not permissioned,,POINT(-1.285135 51.827656),BLR28,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"The Plough Inn, Merton",yes,,2017-12-04,,0.38,1,1,,local-authority-eng:CHR,not owned by a public authority,2015-05-11,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-1.165465 51.854381),BLR31,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Tyre Depot, South of Cassington Road, Yarnton",yes,,2017-12-04,,0.9,16,16,2018 HELAA site - HELAA268.,local-authority-eng:CHR,not owned by a public authority,,https://www.publicaccess.cherwell.gov.uk/online-applications/,pending decision,,POINT(-1.305978 51.803684),BLR32,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Gosford Hill Court, Bicester Road, Kidlington",yes,,2018-12-03,,0.26,2,2,,local-authority-eng:CHR,not owned by a public authority,2017-12-28,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.277323 51.817142),BLR33,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"Akeman Spinney, Heyford Road, Kirtlington",yes,,2018-12-03,,0.56,4,4,,local-authority-eng:CHR,not owned by a public authority,2017-12-19,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.274143 51.879557),BLR34,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"153 And 155 Middleton Road, Banbury",yes,,2018-12-03,,0.051,8,8,,local-authority-eng:CHR,not owned by a public authority,2017-04-21,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.32322 52.065898),BLR35,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"Garage Blocks Rear Of Mold Crescent Penrose Drive, Banbury",yes,,2018-12-03,,0.17,6,6,,local-authority-eng:CHR,not owned by a public authority,2017-05-30,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.32322 52.065898),BLR36,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"Garage Block Opposite 5 Penrhyn Close, Banbury",yes,,2018-12-03,,0.09,9,9,,local-authority-eng:CHR,not owned by a public authority,2017-12-01,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.368499 52.067084),BLR37,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"Garage Block 1 Rear Of 214 To 226 Bretch Hill, Banbury",yes,,2018-12-03,,0.17,5,5,,local-authority-eng:CHR,not owned by a public authority,2018-02-14,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.364231 52.060444),BLR38,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"Inside Out Interiors Ltd, 85 - 87 Churchill Road, Bicester",yes,,2018-12-03,,0.19,10,10,,local-authority-eng:CHR,not owned by a public authority,2017-05-19,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-1.139037 51.903965),BLR39,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"Land Adjacent 83 And 85 Part Of Car Park Sheep Street, Bicester",yes,,2018-12-03,,0.1,9,9,,local-authority-eng:CHR,not owned by a public authority,2018-02-19,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.15333 51.899843),BLR40,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"78 Bicester Road, Kidlington",,,2018-12-03,,0.09,6,6,,local-authority-eng:CHR,not owned by a public authority,2017-07-05,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.275175 51.817201),BLR41,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"Gurkha Village, 174 Oxford Road, Kidlington",,,2018-12-03,,0.23,5,5,,local-authority-eng:CHR,not owned by a public authority,2017-04-18,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.282061 51.815652),BLR42,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"44 Banbury Road, Kidlington",,,2018-12-03,,0.07,5,5,,local-authority-eng:CHR,not owned by a public authority,2017-08-29,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.292837 51.825113),BLR43,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2018-12-03
"Ambulance Station, Cope Road, Banbury",yes,,2018-12-03,,0.15,0,0,The site was completed in December 2017 (2017/18).,local-authority-eng:CHR,owned by a public authority,2015-03-20,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.342529 52.065279),BLR8,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Mercia House, 51 South Bar Street, Banbury",yes,,2018-12-03,,0.14,0,0,The site was completed in December 2017 (2017/18).,local-authority-eng:CHR,not owned by a public authority,2017-02-17,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.341038 52.05957),BLR13,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Morrison Property Consultants, 24 Horse Fair, Banbury",yes,,2018-12-03,,0.1,0,0,The site was completed in September 2017 (2017/18).,local-authority-eng:CHR,not owned by a public authority,2017-03-31,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.339643 52.061136),BLR14,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Bessemer Close/Launton Road, Bicester",yes,,2018-12-03,,1.18,0,0,Development has commenced on site.,local-authority-eng:CHR,not owned by a public authority,2017-08-25,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,reserved matters approval,POINT(-1.141807 51.899679),BLR19,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"B Line Business Centre, Station Road, Enslow",yes,,2018-12-03,,0.61,0,0,Development has commenced on site.,local-authority-eng:CHR,not owned by a public authority,2016-11-21,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.299694 51.860102),BLR24,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"Co Op, 26 High Street, Kidlington",,,2018-12-03,,0.55,0,0,Development has commenced on site.,local-authority-eng:CHR,not owned by a public authority,2018-01-03,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.288347 51.822712),BLR29,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
"South Building, 16 Lyne Road, Kidlington",yes,,2018-12-03,,0.06,0,0,The site was completed in September 2017 (2017/18).,local-authority-eng:CHR,not owned by a public authority,2016-11-28,https://www.publicaccess.cherwell.gov.uk/online-applications/,permissioned,full planning permission,POINT(-1.292998 51.823145),BLR30,https://www.cherwell.gov.uk/info/33/planning-policy/384/brownfield-land-register,2017-12-04
