site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Freeland Stores, Parklands, Freeland",,,2019-12-19,,0.1,,,Site suitability yet to be re-assessed through SHELAA update process.,local-authority-eng:WOX,not owned by a public authority,,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZULURKTA033,not permissioned,,POINT(-1.405859 51.815928),BR12,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=441053&StartNorthing=213200&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Eynsham Nursery and Plant Centre, Old Witney Road, Eynsham, Witney, OX29 4PS",yes,,2017-12-17,,2.7,77,77,Site forms part of adopted Local Plan Strategic Developmet Area,local-authority-eng:WOX,not owned by a public authority,2016-08-02,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NKQH5XRKHAV00,permissioned,full planning permission,POINT(-1.389619 51.785258),BR11,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=442201&StartNorthing=209798&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Former Witney Football Club, Downs Road, Witney",yes,19/12/2019,2019-12-19,,3.1,257,257,Planning permission implemented,local-authority-eng:WOX,not owned by a public authority,2018-03-05,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OXFY6FRKFGT00,permissioned,reserved matters approval,POINT(-1.526855 51.787283),BR13,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=432733&StartNorthing=209953&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"The Pillars, Banbury Road, Chipping Norton",yes,19/12/2019,2019-12-19,,1,100,100,Planning permission implemented,local-authority-eng:WOX,not owned by a public authority,2019-05-22,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PI6JXSRKMEE00,permissioned,reserved matters approval,POINT(-1.534633 51.947075),BR14,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=432083&StartNorthing=227722&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Petit Enfant, Neighbourhood Centre, Madley Park, Witney",yes,,2017-12-17,,0.05,5,5,Vacant first floor of existing building permitted for change of ue from office to residential,local-authority-eng:WOX,owned by a public authority,2016-02-19,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O0MPAQRK01C00,permissioned,full planning permission,POINT(-1.466402 51.791997),BR15,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=436899&StartNorthing=210506&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,2017-12-17
"Station Garage, Station Road, Kingham",yes,,2019-12-19,,0.2,10,10,Planning permission to remove existing buildings and erect 10 dwellings,local-authority-eng:WOX,not owned by a public authority,2017-05-09,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?keyVal=O940UARKFV400&activeTab=summary,permissioned,full planning permission,POINT(-1.628819 51.901736),BR16,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O940UARKFV400,2019-12-19
"4 Witan Way, Witney",yes,,2019-12-19,,0.16,15,15,Prior approval not required for change of use of first floor office to residential,local-authority-eng:WOX,not owned by a public authority,2016-02-19,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OKA5JERK01000,permissioned,other,POINT(-1.481964 51.787822),BR17,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OKA5JERK01000,2019-12-19
"12 Corndell Gardens, Witney",yes,,2019-12-19,,0.22,18,18,Planning permission for the erection of 18 dwellings,local-authority-eng:WOX,not owned by a public authority,2018-12-03,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OYF4S8RKFTY00,permissioned,full planning permission,POINT(-1.492206 51.783362),BR18,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OYF4S8RKFTY00,2019-12-19
"Bints Yard, Chapel Lane, Northmoor",yes,,2019-12-19,,0.25,8,8,Planning permission for the erection of 8 dwellings,local-authority-eng:WOX,not owned by a public authority,2018-07-20,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?keyVal=P3EU9RRKHHK00&activeTab=summary,permissioned,full planning permission,POINT(-1.392489 51.72371),BR19,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P3EU9RRKHHK00,2019-12-19
"Store to rear, 8 - 10 Market Square, Witney",yes,,2019-12-19,,0.06,6,6,Planning permission to demolish existing structures and erect six apartments,local-authority-eng:WOX,not owned by a public authority,2018-09-11,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P99VGURKJIM00,permissioned,full planning permission,POINT(-1.486332 51.784973),BR20,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P99VGURKJIM00,2019-12-19
"Park Farm, Lower End, Alvescot",yes,,2019-12-19,,0.71,5,5,Various planning permissions on the site in relation to the demolition of equestrian buildings and erection of 5 dwellings,local-authority-eng:WOX,not owned by a public authority,2018-05-04,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P5D7LIRKI4R00,permissioned,full planning permission,POINT(-1.608252 51.736144),BR21,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P5D7LIRKI4R00,2019-12-19
