site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"The Abattoir, Wyresdale Road",yes,,2018-02-15,,1.68,40,35,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy H5),local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.77917 54.041302),331,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Canal Quarter, Lancaster",yes,,2018-02-15,,6.49,400,350,"The site has a draft allocation in the emerging Strategic Policies and Land Allocations DPD for a mixture of residential, commercial, retail, cultural, tourism and car parking (policy SG5)",local-authority-eng:LAC,mixed ownership,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.795687 54.049822),343/385/833,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Bowling Green, The Bowerham Hotel",yes,,2018-02-15,,0.16,6,4,,local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.790182 54.038184),355,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Farmers Auction Mart, Wyresdale Road",yes,,2018-02-15,,3.21,84,72,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy H5),local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.78165 54.041655),359,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
Ridge Lea Hospital,yes,,2018-02-15,,3.66,88,75,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy H3.1),local-authority-eng:LAC,owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.775494 54.053028),369,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"University Of Cumbria, Coulston Road",yes,,2018-02-15,,1.54,20,15,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy EC6),local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.78717 54.039614),372,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Former Filter House, Scotforth Road",yes,,2017-03-21,,0.73,28,28,18/00637/VCN - Erection of two 4-storey student accommodation buildings comprising of 28 6-bed cluster flats (C4) with associated car parking and bin and cycle stores (pursuant to the variation of condition 2 on planning permission 16/00847/FUL),local-authority-eng:LAC,,2017-02-13,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.796784 54.018546),375,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2017-03-21
Stone Row Head,yes,,2018-02-15,,0.88,12,10,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy H3.2),local-authority-eng:LAC,,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.776227 54.051379),383,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Former Pontins Holiday Camp, Carr Lane",yes,,2018-02-15,,19.83,600,576,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy DOS5) 18/01593/OUT - Erection of 9 dwellings (the permission relates to part of the site),local-authority-eng:LAC,not owned by a public authority,2007-05-30,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.89757 54.016784),408,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Club, Victoria Street",yes,,2018-02-15,,0.1,12,8,,local-authority-eng:LAC,,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.868093 54.072133),481,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Nursery On White Lund Road, White Lund",yes,,2017-03-21,,0.9,12,9,,local-authority-eng:LAC,owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.850221 54.060567),495,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2017-03-21
"Land West Of 113 White Lund Road, Oxcliffe Road",yes,,2018-02-15,,0.23,5,5,17/01384/FUL - Demolition of existing dwelling and detached garage and erection of 5 detached 2-storey dwellings with associated access and landscaping.,local-authority-eng:LAC,not owned by a public authority,2018-01-25,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.854692 54.056581),500,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
Westview Road Car Park,yes,,2018-02-15,,0.34,28,24,,local-authority-eng:LAC,owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.869389 54.072025),522,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Battery Hotel, Sandylands Promenade",yes,,2018-02-15,,0.13,17,17,"14/00106/CU - Change of use and conversion of former public house (A4) to five 1-bed, eight 2- bed and four 3-bed apartments (C3), construction of dormers to front and rear, creation of associated car parking and landscaping and the demolition of existing single storey buildings.",local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.886107 54.064775),692,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
5-11 Brock Street,yes,,2018-02-15,,0.04,35,30,,local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.799371 54.047569),693,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
47-51 North Road,yes,,2018-02-15,,0.11,35,35,"The planning permission 15/01122/FUL expires on 06/07/2019. The permission requires the submission an application and approval of details prior to renovation of the rear yard. 14/00961/CU - Change of use of upper floors from retail and storage to student accommodation comprising 35 studio apartments, creation of a fourth floor with alterations to the roof including new dormer windows to the front and rear, alterations to fenestration",local-authority-eng:LAC,not owned by a public authority,2014-04-08,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.798474 54.050155),698,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
"Halton Mill, Mill Lane",yes,,2018-02-15,,1.1,35,30,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy H2.6),local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.755022 54.076437),713,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
Lune Industrial Estate,yes,,2018-02-15,,20.89,200,150,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy DOS2) for mixed residential and employment use,local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.823329 54.048055),736,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2018-02-15
Lansil Sports and Social Club,yes,,2019-01-02,,1.6,35,30,The site forms part of a draft allocation in the Strategic Policies and Land Allocations DPD (policy SG7),local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,permissioned,,POINT(-2.787121 54.062848),823,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2019-01-02
2-4 New Street,yes,,2017-03-21,,0.03,9,9,"16/00172/CU - Change of use of offices (A2) into 9 self-contained flats (C3) including demolition of outrigger and erection of two storey rear extension, removal of shop front with replacement front porch, alterations to some windows and doors, creation of two new side windows.",local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.770202 54.128586),826,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2017-03-21
"Alice Street Works, Alice Street",yes,,2017-03-21,,0.03,6,6,15/01122/FUL – Demolition of warehouse and erection of 6 dwelling houses,local-authority-eng:LAC,not owned by a public authority,2016-07-07,https://planning.lancaster.gov.uk/online-applications/,permissioned,full planning permission,POINT(-2.857171 54.072364),828,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2017-03-21
Farmhouse Tavern and Motel,yes,,2019-01-02,,0.33,10,14,,local-authority-eng:LAC,not owned by a public authority,,https://planning.lancaster.gov.uk/online-applications/,not permissioned,,POINT(-2.820601 54.056872),871,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2019-01-02
"J Wedlake and Son, Wheatfield Street",yes,,2019-01-02,,0.08,,,17/01219/OUT - Erection of two story and four story building conprising apartment and associated demolition of industrial building and ancillary building,local-authority-eng:LAC,not owned by a public authority,2016-10-16,https://planning.lancaster.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-2.80594 54.047669),872,http://www.lancaster.gov.uk/planning/planning-policy/brownfield-register,2019-01-02
