site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
"Friar Street and Station Road, Reading",,,2017-12-15,,1.03,80,54,"Proposed allocation CR11a in Draft Local Plan - remainder of site unpermitted shown here. There will be active retail and leisure uses on the ground floor along Friar Street and Station Road, with a mix of uses on higher floors. Development should enhance linkages in a north-south direction to link to the Station Hill area. Listed buildings and their settings in the area will be conserved, and opportunities to improve the environment of Merchants Place will be sought.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1001,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"29-35 Station Road, Reading",yes,,2017-12-15,,0.05,33,33,Prior approval 170772. Forms part of proposed allocation in draft Local Plan (ref CR11a). Change of use from offices to residential under prior approval.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,2017-07-10,,permissioned,full planning permission,,BL1002,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Garrard House, 30 Garrard Street, Reading",yes,,2017-12-15,,0.15,101,101,Prior approval 141277 for change of use and permission 160238 for extension. Under construction at 31/03/2017. Forms part of proposed allocation in draft Local Plan (ref CR11a). Change of use from offices to residential (83 dwellings) under prior approval and permission for additional storeys for 18 dwellings.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,2014-10-03,,permissioned,full planning permission,,BL1003,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"30-31 Friar Street, Reading",yes,,2017-12-15,,0.08,25,25,"Prior approval 150829. Change of use of 1st floor, 2nd floor (part), 3rd floor and 4th floor (part) from Class B1(a) (offices) to C3 (dwellinghouses) to comprise 19 x studio flats and 6 x 1 bedroom flats.",,not owned by a public authority,2015-07-06,,permissioned,full planning permission,,BL1004,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"35-38 Friar Street, Reading",yes,,2017-12-15,,0.1,25,25,"Prior approval 160232. Change of use of 1st to 3rd floor (with ground floor entrance and plant room at basement) from Class B1(a) (offices) to C3 (dwelling houses) to comprise of 25 flats (15 studios, 6 x 1 bedroom and 4 x 2 bedrooms).",,not owned by a public authority,2016-04-04,,permissioned,full planning permission,,BL1005,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Greyfriars House, 30 Greyfriars Road, Reading",,,2017-12-15,,0.12,43,43,"Prior approval 170229. Now forms part of proposed allocation in Local Plan (ref CR11b).. Change of use from Class B1(a) (offices) to C3 (dwelling houses) to comprise of 43 apartments comprising 23 one bed flats, 19 two bed flats and a single three bed flat.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,2017-04-05,,permissioned,full planning permission,,BL1006,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"52-55 Friar Street and 12 Greyfriars Road, Reading",,,2017-12-15,,0.26,135,135,"Planning application 162210 has resolution to grant permission subject to signing S106 agreement. Demolition of existing building and structures (Class A1) and erection of 3 new buildings ranging between 6 - 12 (and basement) storeys in height to provide 135 (1xstudio, 54x1, 73x2 & 7x3-bed) residential units (Class C3), a flexible Class A1-A5 use at ground floor level fronting onto Friar St, a flexible Class A1-5, B1(a) or D2 (gym only) use at ground floor level fronting onto Greyfriars Rd, with associated access, parking, servicing, landscaping and engineering works.",,not owned by a public authority,,,pending decision,,,BL1006,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Station Hill, Reading",yes,,2017-12-15,,2.87,570,380,"Outline permission 130436 for mixed use development of much of site. Outline permission 151426 extends the site to adjacent Telecom House and results in additional residential, meaning total of up to 475 dwellings on site. Reserved matters permission 151543 is for Building B. Some of demolition complete. Also alternative outline permission for mixed use development of site (090622) now not expected to be implemented. Forms proposed allocation in draft Local Plan (ref CR11c), and dwelling range in this entry derived from draft policy rather than permission, which is a maximum.. Redevelopment of site for offices, town centre uses including retail, leisure and residential, infrastructure, public realm works.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,2015-01-09,,permissioned,outline planning permission,,BL1007,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"1-3 Greyfriars Road, Reading",,,2017-12-15,,0.03,8,8,"Application for development of 12 dwellings refused (070944), but a reduced scheme may be suitable. Change of use or redevelopment of offices to residential",,not owned by a public authority,,,not permissioned,,,BL1008,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"53 Greyfriars Road, Reading",yes,,2017-12-15,,0.03,6,6,Permission 120326. Under construction at 31/03/2017. Erection of four storey building containing 4 x two bedroom and 2 x one bedroom apartments.,,not owned by a public authority,2012-07-12,,permissioned,full planning permission,,BL1010,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Brunel Arcade and Apex Plaza, Forbury Road, Reading",,,2017-12-15,,1.51,380,250,"Proposed allocation CR11d in Draft Local Plan. This area will be developed for a mix of uses at high density, including residential and/or offices. Retail and/or leisure uses will activate the ground floor facing the southern station square.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,mixed ownership,,,not permissioned,,,BL1011,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"3-10 Market Place, Abbey Hall and Abbey Square, Reading",,,2017-12-15,,0.29,70,46,"Proposed allocation CR14e in Draft Local Plan. Development for retail and related uses on ground floor with residential and/or offices on upper floors, designed to enhance contribution of site to Conservation Area.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1012,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Jackson's Corner, 1-5 Kings Road, Reading",yes,,2017-12-15,,0.98,33,33,Planning permission 160849. See also permission 141713 for alternative scheme for 28 dwellings.. Retention/enlargement of commercial and conversion of upper floors to 18 residential units. Demolition of commercial to rear and construction of 15 dwellings.,,not owned by a public authority,2017-03-10,,permissioned,full planning permission,,BL1013,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"1-5 King Street, Reading",,,2017-12-15,,0.08,24,16,Proposed allocation CR14f in Draft Local Plan. Change of use of listed building to ground floor town centre uses and residential on upper floors. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,,,not permissioned,,,BL1014,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"173-175 Friar Street and 27-32 Market Place, Reading",yes,,2017-12-15,,0.18,54,36,"Proposed allocation CR14d in Draft Local Plan. Planning permission previously granted for 173-175 Friar Street for refurbishment of shopping arcade, erection of health club & fourteen dwellings plus additional arcade & shared ancillary spaces (061033). This permission was part implemented, but residential not developed, and it is now not expected to be delivered.. Change of use of listed buildings and development of remainder for residential and/or offices with retail and related uses on the ground floor, retaining the arcade form.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1015,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"160-163 Friar Street, Reading",yes,,2017-12-15,,0.06,28,28,Prior approval 160212. Change of use from Class B1 (a) to C3 (dwelling houses) to comprise 15 x 1 bed flats and 13 x 2 bed flats.,,not owned by a public authority,2016-04-04,,permissioned,full planning permission,,BL1016,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"149-150 Friar Street and 2-4 Queen Victoria Street, Reading",yes,,2017-12-15,,0.02,7,7,"Permission 170210. Proposed conversion of vacant office accommodation at first, second and third floor levels to create 7 x 2 bed residential units with part of ground floor and basement for ancillary storage space.",,not owned by a public authority,2017-04-28,,permissioned,full planning permission,,BL1017,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"17-23 Queen Victoria Street, Reading",yes,,2017-12-15,,0.05,16,10,"Proposed allocation CR14c in Draft Local Plan. Planning permission previously granted for conversion to 13 flats (111190), now expired. Current application for conversion to 19 flats (170650) due to go to Committee in December 2017.. Change of use of upper floors of listed building from office to residential. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1018,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"38-40 Oxford Road and 3-7 Cheapside, Reading",,,2017-12-15,,0.3,8,8,Previous permission for change of use to 8 dwellings (091455) now expired.. Proposed refurbishment and change of use - Floors 1-3 inclusive change of use of office accommodation to 8 flats and refurbishment of existing first floor flat.,,not owned by a public authority,,,not permissioned,,,BL1019,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"North of the Station, Vastern Road, Reading",,,2017-12-15,,6.71,960,640,"Proposed allocation CR11e in Draft Local Plan. Permission 110024 was for up to 434 dwellings, retail, hotel, offices on part of site, but has now expired. There will be retail and leisure development on the ground floor activating the streets and spaces including the new northern station square, with other uses including residential and offices on upper floors. Retail will have good pedestrian links to, and will not have a detrimental impact on, the rest of the retail core of the centre. Public car parking will be provided.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1020,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"West of Caversham Road, Caversham Road, Reading",,,2017-12-15,,0.92,115,75,Proposed allocation CR11f in Draft Local Plan. This area will be developed for residential with on-site open space.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,,,not permissioned,,,BL1021,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Riverside, Vastern Road, Reading",,,2017-12-15,,1.24,370,250,"Proposed allocation CR11g in Draft Local Plan. Development should continue the high quality route including a green link from the north of the station to the Christchurch Bridge, with potential for an area of open space at the riverside. The main use of the site should be residential, although some small-scale offices and leisure will also be appropriate.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1022,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Napier Road Junction/Former Cooper BMW, Napier Road, Reading",yes,,2017-12-15,,0.49,315,315,"Planning application 162166 for 315 residential units has resolution to grant permission subject to signing a S106 agreement. Proposed allocation CR11h in Draft Local Plan.. Erection of a part 12 storey, part 23 storey building comprising 315 apartments in a mix of studio, one-bedroom, two-bedroom and 3-bedroom units; residents' lounges, tech-hub, dining room, and cinema room, various rooftop outdoor amenity spaces, concierge/reception with coffee meeting area, residents' storage facilities, postroom, ancillary back-of-house facilities, 315 secure cycle parking spaces, 49 car parking spaces, landscaping, and associated works. Demolition of existing multi-storey car park.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,pending decision,,,BL1023,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Napier Court, Napier Road, Reading",,,2017-12-15,,1.62,310,210,"Proposed allocation CR11i in Draft Local Plan. This area will be developed for residential. The design must avoid detrimental effects on the adjacent Thames Valley Major Landscape Feature, and building heights should reduce from west to east across the site.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,mixed ownership,,,not permissioned,,,BL1024,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Reading Prison, Forbury Road, Reading",,,2017-12-15,,1.44,90,65,"Proposed allocation CR13a in Draft Local Plan. Subject to adopted Supplementary Planning Document - Site of Reading Prison Planning Framework.. The prison building itself is of historical significance and is listed, and its historic significance will be retainedconserved and where possible enhanced. The building would be used for residential or student accommodation, commercial offices or a hotel, and could include some cultural or heritage element or related retail and leisure that draws on its significance. The site is part of a scheduled ancient monument, and therefore any additional development will be dependent on a thorough demonstration that it would not have detrimental impacts on the significant archaeological interest. The prison adjoins the Abbey Quarter, and development should therefore enhance that area as a heritage destination.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,owned by a public authority,,,not permissioned,,,BL1025,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Forbury Retail Park, Forbury Road, Reading",,,2017-12-15,,6.99,1840,1230,"Proposed allocation CR13b in Draft Local Plan. Current application on Homebase/Toys R Us part of site ref 170509, not yet determined. This site would be the focus of the new residential community, and, alongside residential, additional retail, leisure and community uses at a scale to serve the Kenavon Drive area would be appropriate. It should include a new area of open space and enhance the frontage to the canal, including a buffer zone to the canal bank to reflect its wildlife significance. Implementing this policy may involve complete redevelopment or using new additional development to improve the existing urban form of the area. Current application on part of the site for 765 dwellings and 5 flexible commercial units.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1026,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Forbury Business Park & Kenavon Drive, Reading",yes,,2017-12-15,,2.07,190,130,"Proposed allocation CR13c in Draft Local Plan. This site would be largely residential in nature, although opportunities to create an area of open space close to the Kennet should be sought.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1027,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Former Gas Works Building, Gas Works Road, Reading",yes,,2017-12-15,,0.07,20,20,"Permission 160378. Change of use, conversion, extensions and various associated works to former Gas Works Buildings to create a part 4, 5 and 6 storey building and a 3 storey building, providing 20 (10x1, 9x2 and 1x3-bed) residential units (Class C3).",,not owned by a public authority,2016-10-28,,permissioned,full planning permission,,BL1028,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"28-30 Richfield Avenue, Reading",,,2017-12-15,,0.78,80,50,Proposed allocation WR3c in Draft Local Plan. Development for residential.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,,,not permissioned,,,BL1029,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"2 Ross Road and part of Meadow Road, Reading",,,2017-12-15,,0.6,60,36,Proposed allocation WR3b in Draft Local Plan. Development for residential.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,,,not permissioned,,,BL1030,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Land at Junction of Addison Road and Meadow Road, Reading",yes,,2017-12-15,,0.07,5,5,Permission 130882. Construction of 5 x 3 bedroom dwellings with associated parking.,,not owned by a public authority,2016-02-25,,permissioned,full planning permission,,BL1031,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Former Cox & Wyman Site, Cardiff Road, Reading",yes,,2017-12-15,,1.31,110,70,"Proposed allocation WR3a in Draft Local Plan. Development for residential, with potential for commercial uses on the western edge of the site, and on-site public open space.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1032,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Cattle Market, Great Knollys Street, Reading",,,2017-12-15,,2.46,490,330,"Proposed allocation CR12a in Draft Local Plan. This site will be developed for a mix of edge-of-centre retail uses, which may include bulky goods, and residential development, along with public car parking. The retail may include bulky goods, but should not include a significant element of non-bulky comparison goods retail, and must be designed to mesh into the urban fabric and a single storey retail warehouse will not be permitted.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,owned by a public authority,,,not permissioned,,,BL1033,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Great Knollys Street and Weldale Street, Reading",,,2017-12-15,,3.02,430,280,"Proposed allocation CR12b in Draft Local Plan. Application 170326 has resolution to grant permission at Committee subject to caveats. This area will be developed primarily for residential. Any development which would result in the loss of small business units should seek to replace some of those units, preferably on site. Current application for biggest part of site for erection of new buildings ranging between lower ground & 4 storeys to lower ground & 11 storeys in height, providing 427 (233x1, 182x2 & 12x3-bed) residential units (Class C3) and 1 flexible ground floor retail shop (Class A1) or restaurant and cafe (Class A3) unit, together with new public realm, landscaping, accesses, parking and associated works.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,mixed ownership,,,not permissioned,,,BL1034,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Former Reading Family Centre, North Street, Reading",yes,,2017-12-15,,0.23,22,15,Proposed allocation CR14b in Draft Local Plan.. Development for residential. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,owned by a public authority,,,not permissioned,,,BL1035,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"6-14 Weldale Street, Reading",yes,,2017-12-15,,0.17,14,14,"Original permission 081127, extended by 11074. Under construction at 31/03/2017. Now forms part of proposed allocation in Local Plan (ref CR12b).. Redevelopment of car showroom & yard to provide fourteen apartments comprising of four 1-bed & ten 2-bed.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,2012-01-20,,permissioned,full planning permission,,BL1036,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"21 Caversham Road, Reading",yes,,2017-12-15,,0.01,11,11,Permission 110628. Under construction at 31/03/2017. Now forms part of proposed allocation in Local Plan (ref CR12b).. Demolition of existing building and erection of 11 x 1-bed flats.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,2012-02-09,,permissioned,full planning permission,,BL1037,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Broad Street Mall, Oxford Road, Reading",,,2017-12-15,,2.75,420,280,"Proposed allocation CR12d in Draft Local Plan. The site will be used for continued retail and leisure provision, maintaining frontages along Oxford Street and St Mary’s Butts, and improving frontages to Hosier Street and Queens Walk, with uses including residential, with some potential for offices, on upper floors. This may be achieved by comprehensive redevelopment. Alternatively, a development which retains the existing mall with additional development above will onlymay be appropriate where it improves the quality of the existing mall frontages.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1038,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Hosier Street, Reading",,,2017-12-15,,3.41,750,500,"Proposed allocation CR12e in Draft Local Plan. Development on this site will result in a new residential community centred around an improved area of public open space and a high quality environment, with an improved entrance to the site from St Mary’s Butts. The edges of the open space will be activated with retail, and/or leisure and/or other main town centre uses such as hotel use, and development may also include some limited offices uses. The Hexagon theatre will only be developed if a replacement facility for Reading is provided, and approaches to the theatre will be improved. Development will also include a replacement site for the street market. The car parking below ground level will be retained and incorporated into the development.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,owned by a public authority,,,not permissioned,,,BL1039,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Central Swimming Pool, Battle Street, Reading",,,2017-12-15,,0.55,120,80,"Proposed allocation CR14a in Draft Local Plan. Planning permission previously granted for 89 dwellings (031246), since expired.. Development for residential use once replacement swimming provision has been addressed.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,owned by a public authority,,,not permissioned,,,BL1040,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"2a Prospect Mews, Reading",yes,,2017-12-15,,0.04,6,6,"Permission 141516. The demolition of a commercial building containing a panel beating, a spray booth and a valeting service and to construct a residential development providing 4 x two bedroom flats and 2 x one bedroom flats including change of use",,not owned by a public authority,2017-02-15,,permissioned,full planning permission,,BL1041,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"120 Oxford Road, Reading",yes,,2017-12-15,,0.08,6,6,"Original permission 070086, allowed on appeal, extended by 110492. Change of use to offices already complete, new build under construction at 31/3/2017. Change of use of listed building from offices to three residential units & erection of further residential block creating six units.",,not owned by a public authority,2011-11-24,,permissioned,full planning permission,,BL1042,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"149-153 Oxford Road, Reading",,,2017-12-15,,0.1,5,5,Previous permission for 5 dwellings net gain (090795) now expired.. Demolition of existing extensions at the rear of 149-153 Oxford Road and refurbishment and conversion of existing buildings into 8 x 1 bed flats and 2 x 2 bed flat plus construction of 2 new studio flats and associated car park (5 dwellings net gain),,not owned by a public authority,,,not permissioned,,,BL1043,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"125 Chatham Street, Reading",yes,,2017-12-15,,0.11,15,15,Prior approval 170979 for change of use (resubmission of previous 2013 approval). Permission 130842 for extension. Forms part of proposed Local Plan allocation (CR12c).. Change of use of offices to 8 dwellings and extension for additional 7 dwellings.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf,,not owned by a public authority,2015-01-22,,permissioned,full planning permission,,BL1044,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"114 Oxford Road, Reading",yes,,2017-12-15,,0.14,16,16,"Permission 150721. Forms part of proposed Local Plan allocation (CR13c).. Erection of part 4, part 5 storey building providing 16 (2x1, 13x2 & 1x3-bed) residential units (Class C3) with associated parking and landscaping, following demolition of existing buildings (Class A1 / B8 / nil use).. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,2016-02-17,,permissioned,full planning permission,,BL1045,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"Chatham Street, Eaton Place and Oxford Road, Reading",,,2017-12-15,,0.9,229,149,"Proposed allocation CR12c in Draft Local Plan (remainder, not including permissions at 114 Oxford Road and 125 Chatham Street. Development of this area will be primarily for residential, with potential for community uses. There may also be some small scale retail and leisure uses on the Oxford Road frontage.. http://www.reading.gov.uk/media/8053/Pre-Submission-Local-Plan-November-2017/pdf/Pre-Submission_Local_Plan_November_2017.pdf",,not owned by a public authority,,,not permissioned,,,BL1046,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
"78 Oxford Road, Reading",,,2017-12-15,,0.03,6,6,"Previous permission for 6 dwellings net gain (050014), now expired. Current application for 13 dwellings (9 net gain) (161860) not yet determined.. Extension and refurbishment to provide 10 flats (6 net gain) and cafe front",,not owned by a public authority,,,not permissioned,,,BL1047,http://www.reading.gov.uk/media/8109/Brownfield-Register-Maps-BL1001-1047/pdf/Brownfield_Register_Maps_BL1001-1047.pdf,2017-12-15,
