site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Sherwood Garage, Todd Lane North",yes,,2017-09-20,,0.2,5,5,"Still in use. 07/2016/0784/REM - approved 3/2/17.. Reserved Matters application for erection of 3no detached dwellings (Appearance, Landscaping, layout and scale applied for) following demolition of existing garage",local-authority-eng:SRI,not owned by a public authority,2015-02-19,http://publicaccess.southribble.gov.uk/online-applications/,permissioned,reserved matters approval,,WLDW01,https://www.southribble.gov.uk/content/housing-land-availability,2016-06-03
"Pollard's Farm, Howick Cross Lane",,,2017-09-20,,2.4,10,10,Expired residential application 07/2006/0500/FUL.,local-authority-eng:SRI,owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,HP01,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Baxi new offices, Brownedge Road",,,2017-09-20,,0.46,12,12,Owner has previously expressed interest. Would form part of larger residential estate. Still in use.,local-authority-eng:SRI,not owned by a public authority,,,not permissioned,,,BBW05,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Former Buildbase Site, Water Street",,,2017-09-20,,0.47,12,12,07/2014/0610/OUT - approved 27/1/15. Premises now have different occupant and new business operating.. Outline application for the erection of up to 28 residential dwellings following demolition of existing buildings (Access only applied for),local-authority-eng:SRI,not owned by a public authority,2015-01-27,http://publicaccess.southribble.gov.uk/online-applications/,permissioned,outline planning permission,,BBN06,https://www.southribble.gov.uk/content/housing-land-availability,2016-06-03
"Mayfield House Haulage Yard (currently HPH, previously Pickfords), Chorley Road",,,2017-09-20,,0.41,10,10,Still in use. Application (07/2001/0757) refused in 2001 due to standard of vision at proposed access point.,local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,WLD01,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Lostock Grove Rest Home, Slater Lane",,,2017-09-20,,0.39,8,8,"Change of use of residential care home (Class C2) to 8 No flats (Class C3) expired March 2010 - 07/2006/1051/FUL. Still in use. Substantial investment work done 2015, including extensions.",local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,SS09,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
The Dolphin Inn,,,2017-09-20,,0.37,6,6,07/2010/0768/FUL for conversion of public house and function suite to create 6 no residential units with associated curtilage and parking area - expired February 2014. Public house has since been restored.,local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,LHU12,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Farington Saw Mills, Stanifield Lane",,,2017-09-20,,0.34,9,9,Still in use.,local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,FE05,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
85 Todd Lane North (Cartmell & Barlow Ltd/BJ Watsons),,,2017-09-20,,0.29,7,7,Still in use.,local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,TG02,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Golden Hill Garage, 208 - 216 Golden Hill Lane",,,2017-09-20,,0.23,6,6,"07/2008/0621/FUL for erection of 12 no 2, 2 1/2 and 3-storey dwellings comprising 2 no 2 bed flats, 3 no 2 bed houses, 6 no 3 bed houses, 1 no 4 bed house together with associated parking following demolition of existing car showroom, workshop and ancillary buildings - expired in 2011. Still in use.",local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,GH03,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Former Rydal Motors, Liverpool Road",,,2017-09-20,,0.23,6,6,07/2005/1047/OUT for the erection of 6no. Dwellinghouses - expired 2011. Premises vacant. Existing Built Up Area.,local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,HP02,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Land to Rear of Pine Direct Station Road, Bamber Bridge",,,2017-09-20,,0.2,5,5,07/2008/0690/FUL - erection of 10 dwellings - expired 2015.,local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,BBE15,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
Land off Brownedge Road,yes,,2017-09-20,,2.7,60,60,Network Rail is promoting the site's availability to deliver a greater density than suggeste in the Local Plan (210 as opposed to 60).. Planning permission does not currently exist for the residential development of the site but it could accommodate approximately 60 dwellings. Any residential layout will have to take account of the proximity of the railway on the southern boundary of the site. (Excerpt from Local Plan - adopted July 2015.),local-authority-eng:SRI,owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,BBW02,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Lostock Hall Primary School, Avondale Drive",,,2017-09-20,,1.5,38,38,07/2007/0312/FUL - demolition/36 residential (21 market/15 affordable) withdrawn April 2008. Dependent on LCC wanting to dispose of asset.. The site is well-located close to the centre of Lostock Hall and suitable for redevelo9pment for housing. The develo9pment must provide for an appropriate area of on-site open space to mitigate against the loss of the school playing field. (Excerpt from Local Plan - adopted July 2015.),local-authority-eng:SRI,owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,TG05,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Moss Side Test Track, Aston Way",yes,,2017-09-20,,40.6,1015,1015,"Masterplan approved, part full/part outline. Application anticiapted in autumn 2017.. The site has the potential to provide a comprehensive development with both residential and employment uses (including local services). … A masterplan will be required to take the principles of the approved development brief forward to achieve a comprehensive and sustainable development of high quality. (Excerpts from Local Plan - adopted July 2015.). The masterplan for this site has been approved.",local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,pending decision,,,MS02,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
"Coupe's Foundry, Kittlingborne Brow, Higher Walton",yes,,2017-09-20,,2.3,58,58,Expired application. Intention to re-submit application at a later date.. Coupe's Foundry remains operational and the site comprises buildings and extensive areas of open storage. (Excerpt from Local Plan - adopted 2015.),local-authority-eng:SRI,not owned by a public authority,2012-01-18,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,SW13,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
Gas Holders Site (Morris Homes),yes,,2017-09-20,,1.9,25,25,Land has been remediated. Not scheduled to be under construction until 2019.. The redevelopment of the site for housing is appropriate as a result of the site's relationship to the larger Lostock Hall Gasworks Site to the north. Redevlopment will also result in significant environmental and visual improvements in the locality. (Excerpt from Local Plan - adopted 2015.),local-authority-eng:SRI,not owned by a public authority,,http://publicaccess.southribble.gov.uk/online-applications/,not permissioned,,,TG08,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
Land adj 105 Towngate,yes,,2017-09-20,,0.19,5,5,07/2015/1301/OUT approved October 2015.. Outline Application for the erection of 1 No. dwellinghouse,local-authority-eng:SRI,not owned by a public authority,2015-10-13,http://publicaccess.southribble.gov.uk/online-applications/,permissioned,outline planning permission,POINT(-2.697276 53.692305),LYC03,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-20
