site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
31-33 Carters Green West Bromwich B70 9QP,,,2020-01-15,,0.04,11,11,DC/18/62016,local-authority-eng:SAW,,2019-06-26,,,full planning permission,POINT(-2.003818 52.524525),1727,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
Adjacent 12 Bearmore Road Cradley Heath,,,2017-12-01,,0.19,20,20,All under construction,local-authority-eng:SAW,,2013-05-03,,,full planning permission,POINT(-2.00137 52.497187),1855,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-13
Former Starlight Auto Sales Wolverhampton Road Oldbury,,,2020-01-21,,0.23,14,14,Allocated,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.017053 52.484744),1919,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,
"Land And Premises At Winkle Street And John Street, West Bromwich",,,2017-12-01,,0.87,31,31,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.0023 52.52439),1994,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Tudor Works, 36A Windmill Lane, Smethwick, B66 3EU",,,2016-06-30,,0.25,24,24,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.957762 52.490068),1997,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Tudor Works, 36A Windmill Lane, Smethwick, B66 3EU",,,2016-06-30,,0.17,7,7,DC/17/61276,local-authority-eng:SAW,,2018-01-04,,,outline planning permission,POINT(-1.995596 52.498796),2001,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-13
"Land Between No.32 And George Betts School, West End Avenue, Smethwick",,,2016-06-30,,0.29,11,11,,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-1.993916 52.501835),2013,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"The Lagoon, 159 High Street, Princes End, Tipton",,,2016-06-30,,0.13,9,9,DC/17/61176,local-authority-eng:SAW,,2017-12-08,,,outline planning permission,POINT(-2.062667 52.542713),2043,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Block A And Block B Brunswick Park Trading Estate, Brunswick Park Road, Wednesbury",,,2016-06-30,,0.39,54,54,12 units completed,local-authority-eng:SAW,,2008-03-31,,,full planning permission,POINT(-2.004751 52.55928),2085,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Land at 12 Grange Road and The Wharf PH Grange Road Cradley Heath,,,2017-12-01,,1.00,40,40,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.053306 52.471437),2172,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Land at Mill Lane, Oldbury",,,2016-06-30,,2.40,85,85,DC/18/61546,local-authority-eng:SAW,,2016-03-21,,,full planning permission,POINT(-2.00869 52.490282),2192,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Land adjacent to 2 Clifford Road, West Bromwich",,,2016-06-30,,0.07,12,12,All units under construction,local-authority-eng:SAW,,2013-04-25,,,full planning permission,POINT(-2.007427 52.511283),2193,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"The Boat Gauging House & Adjoining Land, Factory Road, tipton, DY4 9AU",,,2016-06-30,,0.57,35,35,permission expired,local-authority-eng:SAW,,,,,Other,POINT(-2.072934 52.172169),2227,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Sentinel Plastics Limited, 39 Wrights Lane, Cradley Heath, B64 6QY",,,2016-06-30,,0.27,13,13,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.060187 52.475766),2259,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
2-4 Cape Hill Smethwick,,,2017-12-01,,0.04,6,6,under construction,local-authority-eng:SAW,,2015-12-01,,,full planning permission,POINT(-1.961918 52.486735),2284,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Central Avenue, The existing Summerhill Primary School, Tipton",,,2016-06-30,,1.09,40,40,,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-2.060148 52.533392),2368,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Bradleys Lane / High Street, Tipton",,,2016-06-30,,5.60,230,230,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.070407 52.541846),2370,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"North Smethwick Canalside, Smethwick",,,2016-06-30,,8.77,400,400,Part SMBC and part private,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-1.966063 52.497578),2371,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Rabone Lane, Smethwick",,,2017-12-01,,5.98,209,209,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.960436 52.497019),2372,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Cranford Street (SME5) residential allocation, Smethwick",,,2016-06-30,,4.07,113,113,"45 completed, 37 under construction",local-authority-eng:SAW,,2012-11-15,,,full planning permission,POINT(-1.949172 52.493562),2373,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Lyng Industrial Estate, West Bromwich",,,2017-12-01,,10.20,357,357,Few small plots in SMBC ownership,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-1.995521 52.514861),2375,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Carters Green / Gun Lane, West Bromwich",,,2017-12-01,,1.09,50,50,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.005085 52.522718),2377,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Bus Depot Oak Road, West Bromwich",,,2016-06-30,,1.47,68,68,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.005527 52.518259),2381,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Swan Lane North of A41 West Bromwich,,,2018-12-13,,3.40,134,134,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.011867 52.528462),2388,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-13
"Sandwell District & General Hospital, West Bromwich",,,2016-06-30,,2.73,96,96,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.988312 52.526583),2390,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
116/117 Graingers Lane Cradley Heath,,,2017-12-01,,0.04,6,6,under construction,local-authority-eng:SAW,,2008-09-26,,,full planning permission,POINT(-2.084086 52.470313),2396,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Cradley Print Limited, 18 Chester Road, Cradley Heath",,,2016-06-30,,1.06,51,51,DC/18/62186,local-authority-eng:SAW,,,,,full planning permission,POINT(-2.086955 52.469726),2402,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Former Dept of Social Security, Church Hill Street, Smethwick",,,2017-12-01,,0.50,60,60,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.972457 52.494442),2423,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Cottage Spring, 97 Alexandra Road, Tipton, West Midlands, DY4 8TD",,,2016-06-30,,0.12,10,10,DC/16/60160 under construction,local-authority-eng:SAW,,2017-03-30,,,full planning permission,POINT(-2.058345 52.529995),2450,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Extension to Caravan Site Brierley Lane Bilston WV14 8TU,,,2017-12-01,,1.38,26,26,16 plots completed,local-authority-eng:SAW,,2009-05-26,,,full planning permission,POINT(-2.071909 52.549828),2583,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Abberley Street, Smethwick",,,2017-12-01,,1.66,108,108,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.947469 52.488752),2588,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"South of Cranford Street and Heath Street, Smethwick",,,2017-12-01,,3.21,113,113,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.946921 52.49153),2590,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Haden Cross Drive, Cradley Heath",,,2016-06-30,,2.06,53,53,DC/18/62094,local-authority-eng:SAW,,2017-11-15,,,full planning permission,POINT(-2.057702 52.466859),2625,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"50-52 Sandwell Road, West Bromwich, B70 8TG",,,2016-06-30,,0.21,11,11,11 units under construction,local-authority-eng:SAW,,2015-07-13,,,full planning permission,POINT(-1.998188 52.523069),2712,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Eastern Gateway Development Site High Street West Bromwich,,,2017-12-01,,1.18,45,45,96 units completed,local-authority-eng:SAW,,,,,Other,POINT(-1.988639 52.516434),2820,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Site Of 18A Church Vale, West Bromwich",,,2016-06-30,,0.05,6,6,All under construction,local-authority-eng:SAW,,2010-11-30,,,full planning permission,POINT(-1.986307 52.52901),2886,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Former Sunlight Laundry, Standhope Road, Smethwick, B67 6HN",,,2016-06-30,,0.73,40,40,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.971198 52.483726),2893,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Site Of 30-144 & Open Space, Mounts Road, Wednesbury",,,2016-06-30,,1.07,45,45,,local-authority-eng:SAW,not owned by a public authority,2012-01-01,,,Other,POINT(-2.017005 52.549911),2908,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Leabrook Road/Willingsworth Road, Tipton",,,2017-12-01,,0.37,13,13,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.035908 52.546095),2910,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Land at Junction of Black Lake and Swan Lane West Bromwich,,,2017-12-01,,1.25,70,70,All under construction,local-authority-eng:SAW,,2017-07-24,,,full planning permission,POINT(-2.009169 52.530153),2918,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Site on corner of New Street, Hill Top, West Bromwich",,,2017-12-01,,1.11,39,39,Part SMBC and part private,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-2.012237 52.535717),2929,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Garage on Whitehall Road Great Bridge,,,2017-12-01,,0.14,5,5,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.031545 52.528279),2931,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Leabrook Road, Wednesbury",,,2017-12-01,,2.17,76,76,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.037532 52.549053),2933,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Site on New Road, Great Bridge",,,2016-06-30,,0.40,14,14,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.036825 52.532664),2934,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Lower City Road / Dudley Rd East, Oldbury",,,2017-12-01,,0.56,20,20,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.033713 52.511251),2939,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Rattlechain Site Land to the north of Temple Way, Tividale",,,2017-12-01,,7.24,322,322,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.037845 52.518838),2940,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Castle Street / High Street, Tipton",,,2017-12-01,,0.66,23,23,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.07196 52.526949),2942,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Coneygre Road/ Burnt Tree, Tipton",,,2017-12-01,,1.11,39,39,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.056593 52.520098),2943,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Site surrounding former Post office and Telephone exchange, Horseley heath, tipton",,,2017-12-01,,0.63,22,22,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.042836 52.528131),2946,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"industrial Site on Salem St, Great Bridge, Tipton",,,2017-12-01,,0.17,11,11,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.034006 52.527244),2948,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Lower Church Lane, Tipton",,,2016-06-30,,0.38,13,13,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.052021 52.529863),2952,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Used Car Sales site on corner of Lower Church Lane and Horseley Heath Tipton,,,2020-01-21,,0.56,20,20,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.0478 52.525406),2972,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,
88/90 dudley Rd West,,,2016-06-30,,0.37,13,13,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.049527 52.514635),2974,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Clay Lane, Oldbury",,,2016-06-30,,0.28,12,12,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.01433 52.489068),2980,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Land at Portway Road & Hawes Lane, Tippity Green, Rowley Regis",,,2016-06-30,,1.13,40,40,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.049452 52.487027),2982,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Land at Tippity Green ,Portway Road, Allsops Hill, Rowley Regis",,,2016-06-30,,0.38,13,13,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.048879 52.488519),2983,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"STW/SMBC Land, Friar Park Road, Wednesbury",,,2017-12-01,,27.87,750,750,Part SMBC and part private,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-1.990738 52.556187),2985,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Friar Street, Wednesbury",,,2017-12-01,,1.01,38,38,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.002833 52.554785),2986,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Wolverhampton Road and Anvil Drive, Oldbury B69 2JW",,,2017-12-01,,0.31,11,11,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.026146 52.497193),2987,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Thompson Road Oldbury B68 8QE,,,2017-12-01,,1.16,41,41,DC/19/62840,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.007894 52.489905),2996,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
Cape Hill/ Durban Street/ Raglan Road Smethwick B66 4SH,,,2017-12-01,,2.97,104,104,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.953876 52.487874),2997,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Rear of Council House, High Street, Smethwick, B66 3NT",,,2016-06-30,,0.37,13,13,,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-1.966671 52.491168),3002,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Knowle Resource Centre, Harvest Road, Rowley Regis",,,2016-06-30,,1.10,39,39,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.05721 52.484812),3005,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-13
"Langley Maltings, Western Road, Langly, B69 4LY",,,2016-06-30,,2.72,95,95,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.007129 52.492584),3011,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"104-110 Oldbury Road, Smethwick B66 1JE",,,2016-06-30,,0.68,24,24,Part SMBC and part private,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-1.988348 52.501996),3015,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Sandwell MBC Depot, & surounds Waterfall Lane, Cradley Heath",,,2020-01-15,,1.36,43,43,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.054337 52.472065),3017,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Carisbrooke Close / Crisbrooke Crescent Friar Park Wednesbury,,,2020-01-15,,1.01,50,50,DC/17/60558 - under construction,local-authority-eng:SAW,,2017-09-01,,,full planning permission,POINT(-1.982848 52.55259),3018,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
Station Road (South),,,2016-06-30,,0.85,33,33,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.055911 52.471049),3019,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Macarthur Road Industrial Estate, Cradley Heath",,,2020-01-15,,0.30,11,11,Small area is private,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-2.086421 52.467542),3023,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Silverthorne Lane/ Forge Lane, Cradley Heath",,,2017-12-01,,2.82,99,99,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.093287 52.470773),3025,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Cradley Road, Lower High Street, Cradley Heath",,,2017-12-01,,0.95,33,33,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.085867 52.470168),3029,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
